-57,-91,15,6,3,0,0,0,0,0,0,0,0,-17,1,-20,3,-19,-1,17,0,-11,1,-18,2,19,0,4,3,-27,0,-1,-6,15,-1,-1,-2,19,1,28,0,12,-1,-18,1,3,6,-17,1,13,-2,18,3,25,0,19,2,-21,-1,-12,-2,-4,0,23,2,25,0,0,0,-8,0,15,0,23,0,20,4,5,-1,-13,-2,2,0,-11,-2,-10,-1,-10,0,2,0,-5,-2,17,-1,-9,-3,-19,2,0,0,-16,0,6,0,15,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-56,-91,15,6,3,1,0,0,0,0,0,0,0,-18,0,-23,1,-19,0,16,4,-10,-3,-20,2,22,1,3,0,-26,-1,-2,0,12,1,1,1,18,1,26,0,12,-1,-16,0,4,3,-19,2,13,6,17,3,22,1,21,-1,-21,-2,-11,0,-10,0,22,-1,25,0,2,2,-10,3,10,0,24,0,17,0,1,2,-15,0,2,1,-14,0,-15,3,-11,0,2,0,-8,-1,17,3,-10,1,-16,2,2,-4,-21,-4,6,0,10,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-56,-91,15,6,3,2,0,0,0,0,0,0,-2,-17,5,-20,2,-19,1,17,0,-14,0,-22,-2,22,5,2,0,-27,1,-1,1,14,2,-1,-2,16,2,26,-1,13,0,-15,0,5,0,-17,0,15,0,17,2,22,0,20,-3,-21,0,-13,1,-7,0,23,0,24,1,1,1,-9,-1,10,1,23,2,20,3,5,2,-15,0,3,1,-11,3,-14,1,-13,-1,4,3,-7,-1,14,0,-9,2,-20,-1,0,0,-20,-3,5,0,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-54,-91,15,6,3,3,0,0,0,0,0,0,2,-16,0,-23,1,-21,0,16,0,-13,0,-18,0,17,-3,7,0,-28,2,-5,2,15,1,0,2,17,3,25,1,11,0,-15,0,2,0,-21,0,14,1,16,0,22,0,21,-2,-22,-2,-15,-3,-12,1,20,-1,22,1,0,7,-12,0,11,0,22,3,11,-2,2,0,-16,-1,3,0,-17,1,-13,0,-14,1,4,-2,-6,1,13,0,-9,1,-21,0,0,3,-22,0,4,1,9,-3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-58,-91,15,6,3,4,0,0,0,0,0,0,-1,-19,1,-20,0,-18,3,16,0,-11,-1,-21,2,21,1,1,1,-26,1,-4,0,11,0,-1,-1,16,0,25,0,11,0,-18,2,2,4,-21,-2,5,-1,18,0,22,0,18,0,-23,7,-13,0,-10,0,21,0,23,0,2,0,-11,3,6,0,21,5,18,0,2,0,-14,0,2,1,-11,6,-17,0,-14,0,3,0,-7,0,16,2,-12,4,-23,2,-1,-4,-24,1,1,1,9,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-56,-91,15,6,3,5,0,0,0,0,0,0,1,-17,1,-24,1,-22,-1,13,2,-10,5,-21,6,19,6,2,2,-28,1,-6,-4,10,0,0,-2,19,1,26,0,11,0,-18,3,1,1,-20,0,10,-1,17,-1,19,0,17,1,-25,2,-14,0,-10,-1,21,4,22,0,2,1,-13,0,9,-1,23,1,16,7,0,1,-17,4,1,1,-11,2,-16,0,-14,1,2,0,-8,0,14,0,-10,6,-20,4,-1,1,-17,1,2,3,8,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-56,-91,15,6,3,6,0,0,0,0,0,0,0,-16,3,-24,3,-21,4,15,4,-12,2,-21,3,20,0,5,0,-27,0,-5,6,6,0,-1,-1,18,3,24,-1,9,2,-19,2,0,3,-19,-1,9,7,14,3,20,1,18,0,-23,1,-15,3,-12,2,20,3,19,0,-1,0,-12,0,8,0,21,0,16,3,-1,1,-18,0,1,0,-12,3,-14,0,-14,2,1,0,-11,-1,13,0,-10,3,-24,5,0,4,-20,-1,4,1,9,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-55,-91,15,6,3,7,0,0,0,0,0,0,5,-18,7,-24,-4,-22,4,14,1,-17,2,-22,1,18,3,0,3,-27,1,-3,3,8,1,-1,1,16,3,25,1,9,0,-18,-1,1,6,-20,4,11,-1,16,0,17,0,19,3,-23,1,-16,1,-15,0,20,2,19,0,2,0,-15,3,5,0,21,2,13,5,0,3,-16,1,-1,4,-12,-1,-16,2,-15,0,1,3,-9,-1,12,-2,-12,0,-20,3,-6,-1,-22,2,2,4,7,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-54,-91,15,6,3,8,0,0,0,0,0,0,0,-20,5,-27,2,-21,-3,13,2,-13,4,-25,5,15,1,0,2,-29,0,-5,8,5,2,-1,0,13,1,21,1,10,2,-18,5,2,0,-22,0,9,4,9,4,19,1,18,2,-25,6,-19,0,-16,3,20,1,22,0,0,0,-13,3,6,0,19,4,12,4,-1,0,-16,4,1,3,-17,4,-14,0,-16,2,1,0,-10,2,12,1,-11,3,-26,4,-3,-1,-27,-1,1,-1,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-55,-91,15,6,3,9,0,0,0,0,0,0,0,-21,1,-25,3,-22,-1,15,3,-14,3,-27,0,19,1,0,1,-30,1,-6,2,4,3,-4,4,16,2,23,0,11,2,-21,0,0,0,-23,1,4,2,9,2,16,0,17,3,-24,0,-15,2,-11,4,20,0,20,5,-1,3,-13,0,5,4,20,6,14,5,2,2,-17,3,-4,4,-13,5,-15,0,-16,0,0,2,-9,3,11,3,-13,5,-24,3,-2,5,-26,2,4,3,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-54,-91,15,6,3,10,0,0,0,0,0,0,3,-20,1,-28,4,-25,0,11,4,-15,-2,-21,2,16,3,-2,2,-29,6,-6,5,9,3,-1,3,13,4,23,-1,10,0,-20,4,0,5,-23,-4,4,1,12,6,17,1,17,0,-25,5,-18,4,-13,0,19,0,18,1,-1,2,-15,6,2,2,20,10,16,5,-3,1,-17,3,-5,1,-14,2,-19,2,-16,1,0,3,-12,1,8,2,-13,2,-24,2,-5,6,-24,0,2,2,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-57,-91,15,6,3,11,0,0,0,0,0,0,3,-22,3,-26,0,-25,4,10,4,-15,0,-24,2,16,0,-3,2,-30,4,-5,12,3,3,-2,0,12,1,24,1,9,2,-19,4,0,4,-26,4,4,1,9,5,16,2,17,8,-24,3,-19,7,-16,2,16,3,18,3,-2,1,-16,10,4,2,20,3,13,0,0,1,-19,5,-6,2,-18,3,-19,1,-18,2,0,2,-11,5,14,0,-15,2,-29,5,-3,10,-25,0,0,3,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-57,-91,15,6,3,12,0,0,0,0,0,0,3,-21,6,-29,2,-27,8,11,6,-15,0,-27,4,14,4,-2,1,-31,2,-8,6,4,0,-1,4,13,0,22,2,9,2,-20,2,-1,1,-25,3,5,9,13,7,12,1,15,5,-25,4,-19,3,-19,3,18,6,21,4,0,2,-13,5,5,2,20,0,8,5,-3,4,-18,0,-2,4,-18,3,-20,3,-17,2,0,3,-10,7,10,2,-13,7,-28,1,-6,8,-25,1,1,4,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-55,-91,15,6,3,13,0,0,0,0,0,0,3,-24,5,-30,3,-23,4,9,2,-15,7,-26,7,14,4,-3,3,-32,0,-8,8,2,1,-3,2,13,6,21,3,9,1,-20,3,0,5,-25,6,7,9,8,6,16,1,16,4,-25,7,-19,7,-19,4,16,4,20,3,-3,4,-17,3,1,1,20,8,13,8,-4,5,-19,3,-4,4,-17,2,-21,3,-15,1,0,6,-15,1,10,4,-13,0,-29,5,-8,7,-27,2,0,2,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-57,-91,15,6,3,14,0,0,0,0,0,0,2,-21,3,-27,5,-25,5,7,8,-17,5,-29,5,13,1,-5,3,-31,3,-8,5,0,3,-4,4,13,6,20,2,9,3,-20,3,-2,7,-26,7,9,7,8,7,16,3,16,1,-26,0,-20,3,-21,4,18,6,18,3,-1,6,-19,2,5,4,18,8,5,3,-6,5,-21,5,-5,6,-15,3,-19,2,-16,0,0,0,-14,1,9,3,-17,5,-30,2,-8,9,-24,3,-2,7,2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-59,-91,15,6,3,15,0,0,0,0,0,0,4,-24,7,-26,6,-25,8,10,1,-18,5,-27,3,11,6,-2,3,-30,1,-7,2,0,2,-4,5,12,6,20,6,7,1,-21,4,-2,5,-27,3,7,3,8,5,17,1,14,5,-26,7,-19,3,-19,4,16,9,17,2,-1,2,-19,7,1,2,18,2,7,3,-5,4,-17,10,-4,3,-18,3,-21,2,-16,1,0,4,-13,5,7,5,-16,6,-27,9,-9,12,-28,1,-2,3,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-60,-91,15,6,3,16,0,0,0,0,0,0,4,-21,3,-29,6,-29,6,11,7,-19,4,-27,6,13,3,-4,1,-32,4,-8,8,-1,5,-4,3,12,4,21,2,7,1,-20,2,-2,8,-26,2,2,7,8,4,14,4,15,8,-27,7,-19,3,-21,6,17,7,16,5,-2,5,-17,3,1,2,16,5,7,10,-5,2,-19,6,-7,6,-17,3,-22,6,-18,2,-1,5,-13,4,8,3,-16,9,-32,9,-7,3,-32,4,-2,2,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
