-61,-96,15,6,3,0,0,0,0,0,0,0,5,22,6,8,9,4,13,11,13,-3,9,-5,7,-19,5,-27,6,28,10,-6,10,-12,9,17,9,21,8,20,14,2,15,11,8,-4,7,-1,7,-6,10,24,9,-26,5,-9,9,-22,9,9,4,17,8,14,5,-2,12,12,5,19,10,1,9,9,8,-24,10,-18,4,27,7,3,5,-21,6,0,3,18,1,-20,2,-1,4,25,5,6,3,2,6,-5,2,-24,4,1,5,24,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-60,-96,15,6,3,1,0,0,0,0,0,0,4,23,8,10,8,6,11,12,12,-5,8,-6,8,-20,5,-27,4,29,9,-5,6,-14,8,17,10,23,10,17,14,6,12,10,12,-2,7,-1,9,-5,7,24,10,-25,6,-9,9,-24,8,10,4,16,6,16,6,-3,13,11,10,20,9,1,9,9,6,-26,10,-20,3,28,5,1,4,-22,3,1,5,20,3,-20,4,-1,5,26,1,6,3,2,3,-7,2,-24,3,0,3,22,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-60,-96,15,6,3,2,0,0,0,0,0,0,5,22,7,11,8,3,11,9,15,-5,7,-4,8,-21,7,-26,4,29,9,-5,7,-13,5,17,11,22,9,21,10,2,13,11,10,-4,7,-1,9,-6,10,23,10,-25,7,-7,9,-22,8,10,3,18,8,15,7,-4,10,14,9,18,5,0,7,10,7,-25,9,-21,4,29,6,3,4,-20,4,0,4,18,3,-21,3,-2,2,25,2,6,2,2,4,-2,1,-22,6,1,2,22,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-62,-96,15,6,3,3,0,0,0,0,0,0,5,22,6,10,12,4,12,11,14,-4,7,-5,9,-18,5,-26,3,29,10,-5,6,-12,9,16,9,22,9,21,9,4,12,10,9,-3,7,0,9,-5,10,24,10,-26,5,-8,9,-23,9,9,4,17,7,14,7,-3,10,14,7,22,7,3,9,9,4,-27,7,-18,5,28,4,5,3,-21,5,1,4,19,4,-22,3,-2,5,25,4,6,2,2,1,-6,2,-24,4,0,2,23,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-63,-96,15,6,3,4,0,0,0,0,0,0,4,22,7,10,9,4,14,9,9,-2,8,-6,10,-20,6,-27,6,29,8,-5,8,-15,6,17,11,21,8,18,10,2,13,10,9,-3,5,-1,8,-7,11,23,10,-24,6,-8,12,-24,11,7,5,17,6,14,7,-3,12,13,7,22,7,2,8,8,5,-24,7,-16,4,28,9,3,5,-20,7,-1,4,19,5,-21,4,-1,6,25,2,6,4,2,3,-6,2,-23,3,0,2,24,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-61,-96,15,6,3,5,0,0,0,0,0,0,6,23,6,10,11,6,12,9,13,-5,8,-5,9,-18,6,-26,6,29,10,-6,8,-15,7,17,9,21,10,19,10,4,14,11,9,-5,7,-1,11,-5,9,25,11,-26,6,-9,10,-23,8,9,4,18,10,16,7,-4,14,12,7,21,7,3,6,8,8,-24,7,-18,5,28,6,3,3,-20,3,1,4,19,4,-19,3,0,3,23,2,7,2,3,2,-7,1,-23,5,0,4,25,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-63,-96,15,6,3,6,0,0,0,0,0,0,6,22,8,12,8,6,12,9,10,-5,9,-5,7,-20,7,-26,5,28,9,-3,8,-14,9,16,8,22,10,18,11,1,11,13,10,-3,8,0,9,-4,12,24,9,-25,5,-9,10,-23,9,11,4,17,9,14,6,-3,9,13,5,18,10,1,8,8,7,-25,8,-20,4,27,3,2,5,-20,4,1,4,19,3,-21,4,-1,3,25,4,5,2,1,6,-6,4,-23,3,1,2,24,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-59,-96,15,6,3,7,0,0,0,0,0,0,4,23,6,8,9,7,15,11,10,-4,9,-5,7,-20,5,-26,5,29,11,-7,8,-14,7,17,10,22,8,18,12,3,13,9,10,-5,7,-1,9,-7,8,23,11,-26,6,-8,8,-25,11,9,3,18,9,13,6,-4,13,15,6,19,8,1,4,7,8,-24,9,-17,4,28,5,2,4,-20,3,0,4,19,2,-21,2,-1,4,23,4,7,4,3,3,-4,3,-23,4,0,2,23,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-63,-96,15,6,3,8,0,0,0,0,0,0,5,21,5,10,12,7,12,10,9,-4,9,-6,7,-22,5,-26,4,29,11,-5,7,-14,7,16,10,20,8,19,11,2,13,11,8,-5,6,-2,9,-6,7,23,12,-26,5,-10,12,-24,10,10,4,17,7,16,6,-2,8,13,7,21,7,1,8,5,7,-26,7,-17,5,28,4,2,4,-21,3,-1,3,19,3,-21,3,0,4,26,3,8,4,2,3,-4,3,-22,4,0,3,22,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-59,-96,15,6,3,9,0,0,0,0,0,0,4,22,6,10,7,6,11,11,13,-5,8,-6,6,-19,5,-27,3,29,13,-4,6,-14,8,16,10,21,9,18,13,2,16,9,9,-4,6,-1,9,-7,11,24,12,-26,5,-10,10,-22,10,11,4,17,8,15,5,-4,9,11,7,19,9,2,6,8,7,-25,4,-18,7,28,6,1,5,-20,3,0,4,19,3,-21,4,0,6,25,3,4,2,2,1,-6,2,-23,4,0,3,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
