-61,-92,15,6,3,0,0,0,0,0,0,0,10,9,3,49,5,3,5,51,7,48,2,6,6,39,3,12,4,7,7,20,6,19,11,34,18,29,10,3,5,40,17,53,2,30,8,8,5,8,3,39,8,29,6,53,7,2,5,45,3,5,7,42,9,25,5,-8,7,34,5,28,6,46,12,52,3,10,5,40,6,40,4,25,2,11,9,25,4,32,6,-5,10,28,5,0,13,15,6,50,7,38,6,58,7,56,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-62,-92,15,6,3,1,0,0,0,0,0,0,11,10,14,49,15,1,17,47,14,46,6,5,9,40,18,7,13,9,16,19,5,20,22,32,19,30,16,7,11,37,22,56,4,31,27,0,12,10,14,33,14,30,8,51,10,1,16,49,15,2,17,43,14,21,10,-9,10,32,11,23,14,42,20,52,6,11,11,40,15,39,20,25,12,8,9,25,9,33,12,-7,11,17,11,-1,19,22,17,47,13,41,17,56,20,58,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-62,-92,15,6,3,2,0,0,0,0,0,0,20,7,17,47,15,-1,30,48,17,47,9,6,13,36,24,12,17,6,22,21,11,19,29,29,28,32,20,5,15,38,25,55,9,30,29,10,12,10,19,34,20,27,19,53,13,0,26,46,18,1,23,36,15,21,14,-11,19,33,12,28,21,44,19,49,12,9,21,41,23,35,24,19,11,6,16,24,13,35,9,-8,20,25,12,0,25,17,21,47,26,38,25,55,18,56,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-61,-92,15,6,3,3,0,0,0,0,0,0,25,1,16,46,19,-1,29,39,25,43,12,5,14,38,32,1,18,3,27,17,11,18,37,30,35,27,23,2,15,38,28,52,13,32,27,4,19,9,22,36,20,27,17,47,22,-2,24,46,28,0,30,35,23,17,16,-10,26,31,21,23,31,42,31,43,13,6,20,38,27,32,28,19,15,4,20,20,21,33,16,-6,25,22,19,-7,30,13,29,44,23,36,28,58,28,49,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-59,-92,15,6,3,4,0,0,0,0,0,0,30,0,21,44,21,-1,30,37,25,38,10,4,19,37,39,0,22,0,35,16,13,18,34,22,38,22,30,-4,21,35,39,49,12,28,32,-3,18,5,22,32,23,24,22,48,20,-2,29,40,32,-4,32,34,27,17,17,-15,29,29,19,19,29,36,31,45,16,7,26,35,25,29,33,10,19,3,21,21,21,29,14,-11,24,15,21,-5,35,10,24,43,35,34,35,45,33,50,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-59,-92,15,6,3,5,0,0,0,0,0,0,27,0,25,41,20,-5,32,35,25,37,14,1,18,33,37,2,23,-1,41,10,15,15,46,19,50,15,27,-7,20,32,40,43,16,29,30,-3,20,1,21,28,23,20,21,43,26,-7,32,37,33,-9,44,30,25,13,20,-16,30,22,25,15,38,34,27,42,16,3,22,32,31,28,34,7,15,2,20,16,25,24,14,-14,28,19,24,-8,40,1,26,42,32,28,34,44,32,46,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-63,-92,15,6,3,6,0,0,0,0,0,0,25,-7,21,36,24,-9,34,28,22,36,12,0,14,30,31,-5,17,1,35,5,15,13,40,17,37,10,29,-8,23,28,31,35,17,25,35,-9,20,0,22,30,24,19,25,42,19,-7,28,29,33,-11,37,27,24,11,18,-19,30,20,24,12,27,31,38,33,16,2,26,26,28,23,38,4,20,0,21,16,20,23,14,-12,26,12,21,-11,38,1,27,35,25,25,36,42,28,40,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-58,-92,15,6,3,7,0,0,0,0,0,0,27,-8,22,33,20,-9,37,24,24,32,13,-1,15,25,28,-12,18,-3,27,1,14,11,41,9,33,6,22,-16,22,23,32,36,12,24,28,-12,17,-1,23,22,24,11,24,37,22,-10,30,29,27,-15,40,23,24,7,20,-21,35,7,23,12,31,22,31,35,14,3,24,29,21,17,31,5,15,-3,18,12,19,21,15,-17,33,8,21,-16,32,-4,25,33,30,20,34,34,29,35,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-64,-92,15,6,3,8,0,0,0,0,0,0,24,-9,23,33,20,-15,30,19,23,29,10,-1,18,26,34,-15,18,-4,32,0,13,7,31,6,34,7,23,-15,16,24,33,28,11,18,31,-16,17,-2,18,18,20,12,25,34,20,-17,31,22,31,-20,36,10,22,5,21,-27,31,11,21,4,26,20,29,29,13,0,24,17,24,17,31,-2,18,-2,20,6,18,19,14,-19,25,4,23,-18,31,-9,25,27,21,18,34,29,25,33,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-60,-92,15,6,3,9,0,0,0,0,0,0,29,-16,17,27,14,-16,24,16,19,28,10,-3,14,24,32,-20,15,-11,26,-1,12,6,34,0,32,-4,22,-22,16,23,25,30,14,21,28,-20,12,-6,17,17,24,4,18,33,17,-20,25,21,28,-23,31,2,19,1,15,-26,21,1,18,6,28,18,20,17,13,-4,24,19,27,13,26,-12,15,-5,17,1,19,13,12,-19,24,0,19,-17,27,-12,22,22,28,14,25,21,26,29,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
