ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01_FILLING,ST01_FILLING_FIW,FIW,FLW alarm thresholds,,,128,,112,,L/min,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-ST01-02,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,TMP,TMP alarm thresholds,reduce speed by 10% and notify QC,WARNING,26,,,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-ST01_FILLING-TMP-CRIT,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,TMP,<SENSOR> ≤ 15°C at ST01_FILLING,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-ST01-03,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,PRS alarm thresholds,inspect inlet valve within 5 min,WARNING,,,3.3,,bar,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-ST01_FILLING-PRS-CRIT,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,<SENSOR> ≤ 3 bar at ST01_FILLING,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-ST02-02,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,TMP,TMP alarm thresholds,"emergency stop ST02, ST03, ST04",CRITICAL,210,,,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-ST02_SEALING-TMP-CRIT,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,TMP,<SENSOR> ≤ 165°C at ST02_SEALING,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-ST02-03,MaintenanceRule,ST02_SEALING,ST02_SEALING_CUR,CUR,CUR drift ><value> <unit> over <duration>,schedule maintenance,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-ST02-04,MaintenanceRule,ST02_SEALING,ST02_SEALING_CUR,CUR,ST02_SEALING-CUR correlates with speed reduction at ST04_PACKAGING,Monitor ST04_PACKAGING-SPD whenever ST02_SEALING-CUR triggers a WARNING,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
MAINT-02,MaintenanceRule,ST02_SEALING,ST02_SEALING_CUR,CUR,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,,,,,A,SOP_003_MaintenanceRules.txt,gemma3:12b,few_shot_static,,,,
RULE-CORR-01,MaintenanceRule,ST02_SEALING,ST02_SEALING_CUR,CUR,ST02_SEALING-CUR › → ST04_PACKAGING-SPD ↓ Sealing motor overload,via electrical coupling 1.Verify ST02-CUR trend. 2.Inspect sealing jaw. 3.Reset ST04,WARNING,,,,,,SOP_003_MaintenanceRules.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-ST03_LABELLING-TEN-CRIT,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,<SENSOR> ≤ 1.5 N at ST03_LABELLING,Inspect and notify maintenance,CRITICAL,3,2.6,1.8,1.5,N,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-ST03-02,ThresholdRule,ST03_LABELLING,ST03_LABELLING_CNT,CNT,CNT alarm thresholds,check for label jam. halt,CRITICAL,,,100,,pcs/min,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-ST03_LABELLING-CNT-CRIT,ThresholdRule,ST03_LABELLING,ST03_LABELLING_CNT,CNT,<SENSOR> ≤ 100 pcs/min at ST03_LABELLING,E-STOP labelling; inspect label path,CRITICAL,140,130,110,100,pcs/min,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-ST03-03,MaintenanceRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,TEN STUCK >10 consecutive samples,sensor failure,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
MAINT-03,MaintenanceRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,TEN STUCK >10 samples,Replace sensor,MEDIUM,,,,,samples,SOP_003_MaintenanceRules.txt,gemma3:12b,few_shot_static,,,,
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB alarm thresholds,schedule maintenance within 24 h,WARNING,0.35,,0.20,,mm/s,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB alarm thresholds,emergency stop; inspect bearings,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-ST04_PACKAGING-VIB-CRIT,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,<SENSOR> ≤ 0.01 mm/s at ST04_PACKAGING,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.02,0.01,mm/s,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-ST04-03,OperationalRule,ST04_PACKAGING,ST04_PACKAGING_SPD,SPD,SPD drops below 1.00 m/s without operator command,verify RULE-ST02-04,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP alarm thresholds,automatic controlled shutdown of all PLC nodes,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-SRV01_SERVERROOM-TMP-CRIT,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,<SENSOR> ≤ 16°C at SRV01_SERVERROOM,Activate backup cooling; prepare controlled PLC,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,TMP alarm thresholds,notify QC and quarantine batch,CRITICAL,12,,0.5,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-WRH01_WAREHOUSE-TMP-CRIT,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,<SENSOR> ≤ -1°C at WRH01_WAREHOUSE,Activate backup refrigeration; notify,CRITICAL,12,8,0.5,-1,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_HUM,HUM,HUM alarm thresholds,inspect door seals and activate dehumidifier,WARNING,85,,,,%RH,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
RULE-THR-WRH01_WAREHOUSE-HUM-CRIT,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_HUM,HUM,<SENSOR> ≤ 55%RH at WRH01_WAREHOUSE,Inspect and notify maintenance,CRITICAL,90,85,60,55,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,few_shot_static,,,,
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,TMP alarm thresholds,activate emergency ventilation and notify safety officer immediately,CRITICAL,25,,10,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,few_shot_static,,,,
