ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01_FILLING,ST01_FILLING_FLW,Flow,MUST be maintained between 112 and 128 L/min,,,128.0,,112.0,,L/min,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST01-02,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,Temperature,exceeds 26°C,reduce speed by 10% and notify QC,Warning,26.0,,,,C,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST01-03,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,Pressure,drop below 3.3 bar,inspect inlet valve within 5 min,Critical,,,3.3,,bar,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,Temperature,MUST remain between 175°C and 195°C,,,195.0,,175.0,,C,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST02-02,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,Temperature,> 210°C (CRITICAL),"emergency stop ST02, ST03, ST04",Critical,210.0,,,,C,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST02-03,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,Current,increase >1.5 A above nominal sustained >5 min,schedule maintenance,Warning,1.5,,,,A,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST02-04,CorrelationRule,ST02_SEALING,ST02_SEALING_CUR,Current,drift at ST02_SEALING,Monitor ST04_PACKAGING_SPD,Warning,,,,,,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,Tension,MUST be between 1.8 and 2.6 N,,,2.6,,1.8,,N,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST03-02,ThresholdRule,ST03_LABELLING,ST03_LABELLING_CNT,Count,"below 110 pcs/min (Warning), below 100 pcs/min (Critical)",check for label jam; halt if critical,Warning/Critical,,110.0,,100.0,pcs/min,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST03-03,StateRule,ST03_LABELLING,ST03_LABELLING_TEN,Tension,STUCK >10 consecutive samples,sensor failure,Critical,,,,,,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,Vibration,> 0.20 mm/s (WARNING),schedule maintenance within 24 h,Warning,0.20,,,,mm/s,SOP_001_OperatingProcedures.txt,ministral-3:14b,react_abox,3,ministral-3-14b_react_abox_s42_run1,2,False
