ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-CHM01-03,AccessRule,CHM01_CHEMICALSTORAGE,UNAUTHORIZED_ACCESS,Security,Unauthorized personnel entry,escalate within 2 minutes,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST01-02,ThresholdRule,ST01_FILLING,TMP,Temperature,> 26,reduce speed by 10% and notify QC,WARNING,,26,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST01-03,ThresholdRule,ST01_FILLING,PRS,Pressure,< 3.3,inspect inlet valve within 5 min,WARNING,,,3.3,,bar,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST02-02,ThresholdRule,ST02_SEALING,TMP,Temperature,> 210,"emergency stop ST02, ST03, ST04",CRITICAL,210,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST02-03,ThresholdRule,ST02_SEALING,CUR,Current,> 1.5 above nominal sustained >5 min,schedule maintenance,WARNING,,1.5,,,A,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST02-04,CorrelationRule,ST02_SEALING,CUR,Current,CUR drift correlates with ST04_PACKAGING-SPD,Monitor ST04_PACKAGING-SPD,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST03-02,ThresholdRule,ST03_LABELLING,CNT,Count,"< 110 (Warning), < 100 (Critical)",check for label jam / halt,CRITICAL,,,110,100,pcs/min,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,VIB,Vibration,> 0.20,schedule maintenance within 24 h,WARNING,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,VIB,Vibration,> 0.35,emergency stop; inspect bearings,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST04-03,ThresholdRule,ST04_PACKAGING,SPD,Speed,< 1.00,verify RULE-ST02-04,WARNING,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,> 28,automatic controlled shutdown of all PLC nodes,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,HUM,Humidity,> 85,inspect door seals and activate dehumidifier,WARNING,,85,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-RND01-02,ThresholdRule,RND01_RDLAB,HUM,Humidity,"> 65 (Warning), > 75 (Critical)",activate dehumidifier / suspend experiments and inspect HVAC,CRITICAL,75,65,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,> 26,check ventilation system,WARNING,,26,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,> 70,inspect drainage and activate ventilation,WARNING,,70,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,TEN,Tension,between 1.8 and 2.6,maintain,NORMAL,2.6,,,1.8,N,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,"between 0.5 and 8, Critical > 12",notify QC and quarantine batch,CRITICAL,12,8,,0.5,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,"> 50 (Limit), > 45 (Action)",activate desiccant system,WARNING,50,45,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST01-01,ThresholdRule,ST01_FILLING,FLW,Flow,between 112 and 128,maintain,NORMAL,128,,,112,L/min,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,TMP,Temperature,between 175 and 195,maintain,NORMAL,195,,,175,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-RND01-01,ThresholdRule,RND01_RDLAB,TMP,Temperature,between 18 and 26,maintain,NORMAL,26,,,18,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,"between 10 and 20, Critical > 25",activate emergency ventilation and notify safety officer,CRITICAL,25,20,,10,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-ST03-03,StateRule,ST03_LABELLING,TEN,Tension,STUCK > 10 consecutive samples,sensor failure,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,TMP <= 25,Maintain,NORMAL,25,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
R001,ThresholdRule,ST01_FILLING,TMP,Temperature,Value outside thresholds,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
R002,ThresholdRule,ST01_FILLING,PRS,Pressure,Value outside thresholds,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,gemma4:31b,self_consistency,2,gemma4-31b_self_consistency_ctexts_s42_run3,3,False
