ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-CHM01-03,UnauthorizedAccessRule,CHM01_CHEMICALSTORAGE,,,UnaUTHORIZED_ACCESS,escalate within 2 minutes,critical,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
RULE-ST01-02,AlarmRule,ST01_FILLING,TMP,temperature,exceeds 26,reduce speed by 10% and notify QC,warning,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
RULE-ST02-03,AlarmRule,ST02_SEALING,CUR,current,increase >1.5 A above nominal sustained >5 min,schedule maintenance,warning,,,,,A,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
RULE-ST03-02,AlarmRule,ST03_LABELLING,CNT,count,below 110,check for label jam,warning,,,110,,pcs/min,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
ST04-01,ThresholdRule,ST04_PACKAGING,VIB,Vibration,exceeds 0.20,schedule maintenance within 24 h,WARNING,0.20,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
RULE-WRH01-02,AlarmRule,WRH01_WAREHOUSE,HUM,humidity,above 85%,inspect door seals and activate dehumidifier,warning,,,85,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
RULE-CHM01-02,AlarmRule,CHM01_CHEMICALSTORAGE,HUM,humidity,exceeds 45%,activate desiccant system,warning,,,45,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
RULE-RND01-02,AlarmRule,RND01_RDLAB,HUM,humidity,drift above 65%,activate dehumidifier,warning,,,65,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
RULE-CAF01-01,AlarmRule,CAF01_CAFETERIA,TMP,temperature,above 26,check ventilation system,warning,,,26,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
RULE-CAF01-02,AlarmRule,CAF01_CAFETERIA,HUM,humidity,above 70%,inspect drainage and activate ventilation,warning,,,70,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,self_consistency,2,nemotron-3-nano-30b_self_consistency_ctexts_s42_run1,3,False
