ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01,ST01_FILLING_TMP,TMP,MAINTAINED_BETWEEN,MAINTAIN,INFO,,128,112,,L/min,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-ST01-02,ThresholdRule,ST01,ST01_FILLING_TMP,TMP,EXCEEDS,REDUCE_SPEED_REDUCE_10_PERCENT_AND_NOTIFY_QC,WARNING,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-ST01-03,ThresholdRule,ST01,ST01_FILLING_PRS,PRS,DROP_BELOW,INSPECT_INLET_VALVE_WITHIN_5_MIN,CRITICAL,,,,3.3,bar,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-ST02-01,ThresholdRule,ST02,ST02_SEALING_TMP,TMP,MAINTAINED_BETWEEN,MAINTAIN,INFO,195,,175,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-ST02-02,ThresholdRule,ST02,ST02_SEALING_TMP,TMP,EXCEEDS,EMERGENCY_STOP_ST02_ST03_ST04,CRITICAL,210,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-ST02-03,ThresholdRule,ST02,ST02_SEALING_CUR,CUR,INCREASE_ABOVE,SCHEDULE_MAINTENANCE,WARNING,,,,1.5,A,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-ST04-01,ThresholdRule,ST04,ST04_PACKAGING_VIB,VIB,EXCEEDS,SCHEDULE_MAINTENANCE_WITHIN_24_HOURS,WARNING,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-ST04-02,ThresholdRule,ST04,ST04_PACKAGING_VIB,VIB,EXCEEDS,EMERGENCY_STOP_INSPECT_BARINGS,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-ST04-03,ThresholdRule,ST04,ST04_PACKAGING_SPD,SPD,DROP_BELOW,VERIFY_ST02_SEALING_CUR_CORRELATION,INFO,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-SRV01-01,ThresholdRule,SRV01,SRV01_SERVERROOM_TMP,TMP,MAINTAINED_BETWEEN,MAINTAIN,INFO,,25,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-SRV01-02,ThresholdRule,SRV01,SRV01_SERVERROOM_TMP,TMP,EXCEEDS,CONTROLLED_SHUTDOWN_PLC_NODES,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-WRH01-01,ThresholdRule,WRH01,WRH01_WAREHOUSE_TMP,TMP,MAINTAINED_BETWEEN,MAINTAIN,INFO,12,,0.5,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-WRH01-02,ThresholdRule,WRH01,WRH01_WAREHOUSE_HUM,HUM,EXCEEDS,INSPECT_DOOR_SEALS_ACTIVATE_DEHUMIDIFIER,WARNING,,85,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-CHM01-01,ThresholdRule,CHM01,CHM01_CHEMICALSTORAGE_TMP,TMP,MAINTAINED_BETWEEN,MAINTAIN,INFO,25,,10,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-CHM01-02,ThresholdRule,CHM01,CHM01_CHEMICALSTORAGE_HUM,HUM,EXCEEDS,ACTIVATE_DESICCANT_SYSTEM,WARNING,,45,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-RND01-01,ThresholdRule,RND01,RND01_RDLAB_TMP,TMP,MAINTAINED_BETWEEN,MAINTAIN,INFO,26,,18,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-RND01-02,ThresholdRule,RND01,RND01_RDLAB_HUM,HUM,EXCEEDS,ACTIVATE_DEHUMIDIFIER,WARNING,75,,,65,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-CAF01-01,ThresholdRule,CAF01,CAF01_CAFETERIA_TMP,TMP,EXCEEDS,CHECK_VENTILATION_SYSTEM,INFO,,26,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
RULE-CAF01-02,ThresholdRule,CAF01,CAF01_CAFETERIA_HUM,HUM,EXCEEDS,INSPECT_DRAINAGE_ACTIVATE_VENTILATION,INFO,,70,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
SOP-002_ST01_FILLING_TIMEMP,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,TMP,,Inspect and notify maintenance,,,,,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
SOP-002_ST01_FILLING_PRSBAR,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,,Inspect and notify maintenance,,,,,3,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
SOP-002_ST01_FILLING_FLW_LMIN,ThresholdRule,ST01_FILLING,ST01_FILLING_FLW,FLW,,Inspect and notify maintenance,,,,,105,L/min,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
SOP-002_ST02_SEALING_TMP,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,TMP,,E-STOP ST02/ST03/ST04; inspect element,,,,,165,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
SOP-002_ST02_SEALING_PRS,ThresholdRule,ST02_SEALING,ST02_SEALING_PRS,PRS,,Inspect and notify maintenance,,,,,4.2,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,graph_informed,0,nemotron-3-nano-30b_graph_informed_ctexts_s42_run4,1,False
