ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-OP-ST01-FILLING-01,OperationalRule,ST01_FILLING,FLW,L/min,FLW MUST be maintained between 112 and 128,Maintain flow within range.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-OP-ST01-FILLING-02,OperationalRule,ST01_FILLING,TMP,°C,TMP exceeds 26°C,Reduce speed by 10% and notify QC.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-OP-ST01-FILLING-03,OperationalRule,ST01_FILLING,PRS,bar,PRS drop below 3.3 bar,Inspect inlet valve within 5 minutes.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST02-SEALING-TEMP-CRIT,ThresholdRule,ST02_SEALING,TMP,°C,TMP > 210°C (CRITICAL),"Emergency stop ST02, ST03, ST04.",CRITICAL,210.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST02-SEALING-CUR-WARN,ThresholdRule,ST02_SEALING,CUR,A,CUR increase >1.5 A above nominal sustained >5 min,Schedule maintenance.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST02-SEALING-CUR-CORR-ST04-SPD,ConditionalRule,ST02_SEALING,CUR,A,CUR drift at ST02_SEALING correlates with speed reduction at ST04,Monitor ST04_PACKAGING-SPD whenever ST02_SEALING-CUR triggers a warning.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST03-LABELLING-TEN,ThresholdRule,ST03_LABELLING,TEN,N,TEN between 1.8 and 2.6,Maintain tension within range.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST03-LABELLING-CNT,ThresholdRule,ST03_LABELLING,CNT,pcs/min,CNT below 110,Check for label jam.,MANDATORY,,110.0,,,pcs/min,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST03-LABELLING-CNT-CRIT,ThresholdRule,ST03_LABELLING,CNT,pcs/min,CNT below 100,Halt.,CRITICAL,,,100.0,,pcs/min,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST04-PACKAGING-VIB,ThresholdRule,ST04_PACKAGING,VIB,mm/s,VIB > 0.20 mm/s,Schedule maintenance within 24 h.,MANDATORY,0.20,,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST04-PACKAGING-VIB-CRIT,ThresholdRule,ST04_PACKAGING,VIB,mm/s,VIB > 0.35 mm/s,Emergency stop; inspect bearings.,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-THR-ST04-PACKAGING-SPD,ThresholdRule,ST04_PACKAGING,SPD,m/s,SPD drops below 1.00 m/s without operator command,Verify link to ST02 conditioning.,MANDATORY,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-SRV01-TEMP-OP,OperationalRule,SRV01_SERVERROOM,TMP,°C,TMP MUST NOT exceed 25°C,Maintain temperature within limit.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-SRV01-TEMP-CRIT,ThresholdRule,SRV01_SERVERROOM,TMP,°C,TMP > 28°C (CRITICAL),Automatic shutdown of all PLC nodes.,CRITICAL,28.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-WRH01-TEMP-OP,OperationalRule,WRH01_WAREHOUSE,TMP,°C,TMP MUST remain between 0.5°C and 8°C,Maintain temperature within range.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-WRH01-TEMP-CRIT,ThresholdRule,WRH01_WAREHOUSE,TMP,°C,TMP above 12°C (CRITICAL),Notify QC and quarantine batch.,CRITICAL,12.0,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-WRH01-HUM-WARN,ThresholdRule,WRH01_WAREHOUSE,HUM,%RH,HUM above 85%RH,Inspect door seals and activate dehumidifier.,MANDATORY,,85.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-CHM01-TEMP-OP,OperationalRule,CHM01_CHEMICALSTORAGE,TMP,°C,TMP MUST remain between 10°C and 20°C,Maintain temperature within range.,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
RULE-CHM01-TEMP-CRIT,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,°C,TMP above 25°C (CRITICAL),Activate emergency ventilation and notify safety officer immediately.,CRITICAL,25.0,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run5,1,False
