ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01_FILLING,FLW,Flow,Maintain range,None,INFO,,128,112,,L/min,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST01-02,ThresholdRule,ST01_FILLING,TMP,Temperature,>,Reduce speed 10% and notify QC,WARNING,,26,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST01-03,ThresholdRule,ST01_FILLING,PRS,Pressure,<,Inspect inlet valve within 5 min,WARNING,,,3.3,,bar,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,TMP,Temperature,Maintain range,None,INFO,,195,175,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST02-02,ThresholdRule,ST02_SEALING,TMP,Temperature,>,"Emergency stop ST02, ST03, ST04",CRITICAL,210,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST02-03,ThresholdRule,ST02_SEALING,CUR,Current,> nominal + 1.5A,Schedule maintenance,WARNING,,1.5,,,A,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST02-04,DependencyRule,ST02_SEALING,CUR,Current,Warning trigger,Monitor ST04_PACKAGING-SPD,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,TEN,Tension,Maintain range,None,INFO,,2.6,1.8,,N,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST03-02,ThresholdRule,ST03_LABELLING,CNT,Count,<,Check label jam (<110); Halt (<100),CRITICAL,,110,100,100,pcs/min,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST03-03,DiagnosticRule,ST03_LABELLING,TEN,Tension,Stuck > 10 samples,Sensor failure alarm,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,VIB,Vibration,>,Schedule maintenance within 24h,WARNING,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,VIB,Vibration,>,Emergency stop; inspect bearings,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST04-03,ThresholdRule,ST04_PACKAGING,SPD,Speed,<,Verify RULE-ST02-04,WARNING,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,>,None,WARNING,,25,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,>,Automatic controlled shutdown of PLC nodes,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,Maintain range,Notify QC and quarantine batch if >12,CRITICAL,12,8,0.5,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,HUM,Humidity,>,Inspect door seals and activate dehumidifier,WARNING,,85,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,Maintain range,Activate emergency ventilation and notify safety officer if >25,CRITICAL,25,20,10,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,>,Activate desiccant system if >45,WARNING,50,45,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-CHM01-03,AccessRule,CHM01_CHEMICALSTORAGE,UNAUTHORIZED_ACCESS,Security,Unauthorized entry,Escalate within 2 minutes,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-RND01-01,ThresholdRule,RND01_RDLAB,TMP,Temperature,Maintain range,None,INFO,,26,18,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-RND01-02,ThresholdRule,RND01_RDLAB,HUM,Humidity,>,Activate dehumidifier (>65); Suspend experiments and inspect HVAC (>75),CRITICAL,75,65,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,>,Check ventilation system,INFO,,26,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,>,Inspect drainage and activate ventilation,INFO,,70,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST01-TMP,ThresholdRule,ST01_FILLING,TMP,Temperature,Value outside nominal range,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST01-PRS,ThresholdRule,ST01_FILLING,PRS,Pressure,Value outside nominal range,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST01-FLW,ThresholdRule,ST01_FILLING,FLW,Flow Rate,Value outside nominal range,Inspect and notify maintenance,CRITICAL,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST02-TMP,ThresholdRule,ST02_SEALING,TMP,Temperature,Value outside nominal range,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST02-PRS,ThresholdRule,ST02_SEALING,PRS,Pressure,Value outside nominal range,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
RULE-ST02-CUR,ThresholdRule,ST02_SEALING,CUR,Current,Value outside nominal range,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run4,1,False
