ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01_FILLING,ST01_FILLING_FLW,Flow,112 <= value <= 128,Maintain flow rate,INFO,,128,112,,L/min,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST01-02,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,Temperature,value > 26,reduce speed by 10% and notify QC,WARNING,,26,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST01-03,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,Pressure,value < 3.3,inspect inlet valve within 5 min,WARNING,,,3.3,,bar,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,Temperature,175 <= value <= 195,Maintain temperature,INFO,,195,175,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST02-02,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,Temperature,value > 210,"emergency stop ST02, ST03, ST04",CRITICAL,210,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST02-03,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,Current,increase > 1.5 A sustained > 5 min,schedule maintenance,WARNING,,1.5,,,A,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST02-04,CorrelationRule,ST02_SEALING,ST02_SEALING_CUR,Current,CUR drift correlates with ST04_PACKAGING_SPD reduction,Monitor ST04_PACKAGING_SPD,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TMP,Tension,1.8 <= value <= 2.6,Maintain tension,INFO,,2.6,1.8,,N,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST03-02,ThresholdRule,ST03_LABELLING,ST03_LABELLING_SPD,Count,"value < 100 (Critical), value < 110 (Warning)",Check label jam / Halt,CRITICAL,,110,,100,pcs/min,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
RULE-ST03-03,StatusRule,ST03_LABELLING,ST03_LABELLING_TMP,Tension,TEN STUCK > 10 samples,sensor failure alert,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,react_abox,3,gemma4-31b_react_abox_ctexts_s42_run2,2,False
