ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01_FILLING,FLW,Flow,between 112 and 128,Maintain,INFO,128,,,112,L/min,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST01-02,LogicRule,ST01_FILLING,TMP,Temperature,> 26,reduce speed by 10% and notify QC,WARNING,,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST01-03,LogicRule,ST01_FILLING,PRS,Pressure,< 3.3,inspect inlet valve within 5 min,WARNING,,,,,bar,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,TMP,Temperature,between 175 and 195,Maintain,INFO,195,,,175,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST02-02,LogicRule,ST02_SEALING,TMP,Temperature,> 210,"emergency stop ST02, ST03, ST04",CRITICAL,,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST02-03,LogicRule,ST02_SEALING,CUR,Current,> 1.5 A above nominal sustained > 5 min,schedule maintenance,WARNING,,,,,A,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST02-04,LogicRule,ST02_SEALING,CUR,Current,CUR triggers WARNING,Monitor ST04_PACKAGING-SPD,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,TEN,Tension,between 1.8 and 2.6,Maintain,INFO,2.6,,,1.8,N,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST03-02,LogicRule,ST03_LABELLING,CNT,Count,"< 110 (Warn), < 100 (Crit)",check for label jam / halt,CRITICAL,,,110,100,pcs/min,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST03-03,LogicRule,ST03_LABELLING,TEN,Tension,STUCK > 10 consecutive samples,sensor failure,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST04-01,LogicRule,ST04_PACKAGING,VIB,Vibration,> 0.20,schedule maintenance within 24 h,WARNING,,,,,mm/s,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST04-02,LogicRule,ST04_PACKAGING,VIB,Vibration,> 0.35,emergency stop; inspect bearings,CRITICAL,,,,,mm/s,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
RULE-ST04-03,LogicRule,ST04_PACKAGING,SPD,Speed,< 1.00,verify RULE-ST02-04,WARNING,,,,,m/s,SOP_001_OperatingProcedures.txt,gemma4:31b,pre_act,1,gemma4-31b_pre_act_ctexts_s42_run1,1,False
