ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01_FILLING,ST01_FILLING_FLW,FLW,MUST be maintained between 112 and 128 L/min,,,128.0,,,112.0,L/min,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST01-02,ALARM,ST01_FILLING,ST01_FILLING_TMP,TMP,exceeds 26°C,reduce speed by 10% and notify QC,warning,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST01-03,ALARM,ST01_FILLING,ST01_FILLING_PR,PRS,drop below 3.3 bar,inspect inlet valve within 5 min,warning,,,3.3,,bar,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,TMP,MUST remain between 175°C and 195°C,,,195.0,,,175.0,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST02-02,CRITICAL,ST02_SEALING,ST02_SEALING_TMP,TMP,CRITICAL exceeds 210°C,emergency stop ST02 ST03 ST04,critical,210.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST02-03,ALARM,ST02_SEALING,ST02_SEALING_CUR,CUR,increase >1.5 A above nominal sustained >5 min,schedule maintenance,warning,,,1.5,,A,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST02-04,RECOMMENDATION,ST02_SEALING,ST04_PACKAGING_SPD,SPD,Monitor ST04_PACKAGING-SPD whenever ST02_SEALING-CUR triggers a WARNING,,,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,MUST be between 1.8 and 2.6 N,,,2.6,,,1.8,N,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST03-02,CRITICAL,ST03_LABELLING,ST03_LABELLING_CNT,CNT,CNT below 110 pcs/min - check for label jam; below 100 pcs/min (CRITICAL) halt,check for label jam if below 110 pcs/min; halt if below 100 pcs/min,critical,100.0,,,,pcs/min,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST03-03,ALARM,ST03_LABELLING,ST03_LABELLING_TEN_STUCK,TEN_STUCK,TEN STUCK >10 consecutive samples,sensor failure,warning,,,,10,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST04-01,WARNING,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB > 0.20 mm/s (WARNING) - schedule maintenance within 24 h,schedule maintenance within 24 h,warning,,,,0.20,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST04-02,CRITICAL,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB > 0.35 mm/s (CRITICAL) - emergency stop; inspect bearings.,emergency stop; inspect bearings,critical,0.35,,0.35,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-ST04-03,ALARM,ST04_PACKAGING,ST04_PACKAGING_SPD,SPD,SPD drops below 1.00 m/s without operator command - verify RULE-ST02-04,verify RULE-ST02-04,warning,1.00,,1.00,,m/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,MUST NOT exceed 25°C,,,25.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-SRV01-02,CRITICAL,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP > 28°C (CRITICAL) - automatic controlled shutdown of all PLC nodes,automatic controlled shutdown of all PLC nodes,critical,28.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,MUST remain between 0.5°C and 8°C,,,8.0,,,0.5,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-WRH01-02,ALARM,WRH01_WAREHOUSE,WRH01_WAREHOUSE_HUM,HUM,HUM above 85%RH - inspect door seals and activate dehumidifier.,inspect door seals and activate dehumidifier,warning,,85.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,MUST remain between 10°C and 20°C,,,20.0,,,10.0,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-CHM01-02,ALARM,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_HUM,HUM,HUM MUST NOT exceed 50%RH; elevated humidity accelerates degradation if HUM >45%RH; activate desiccant system if HUM >45%RH,activate desiccant system if HUM >45%RH; emergency ventilation if HUM >50%RH,warning,50.0,45.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-CHM01-03,UNAUTHORIZED_ACCESS,CHM01_CHEMICALSTORAGE,UNAUTHORIZED_ACCESS,access,Unauthorized personnel entries (entry without hazmat training) must be escalated within 2 minutes,escalate within 2 minutes,critical,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-RND01-01,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TMP,TMP,MUST remain between 18°C and 26°C for experimental validity,,,26.0,,,18.0,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-RND01-02,ALARM,RND01_RDLAB,RND01_RDLAB_HUM,HUM,HUM drift above 65%RH - activate dehumidifier; above 75%RH (CRITICAL) suspend sensitive experiments and inspect HVAC,activate dehumidifier if HUM >65%RH; suspend sensitive experiments and inspect HVAC if HUM >75%RH,warning,75.0,65.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-CAF01-01,ALARM,CAF01_CAFETERIA,CAF01_CAFETERIA_TMP,TMP,TMP above 26°C - check ventilation system.,check ventilation system,,,,,26.0,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
RULE-CAF01-02,ALARM,CAF01_CAFETERIA,CAF01_CAFETERIA_HUM,HUM,HUM above 70%RH - inspect drainage and activate ventilation.,inspect drainage and activate ventilation,,,,,70.0,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
CT-01-AlarmCondition,AnomalyType::NominalDrift,SRV01_SERVERROOM,SRV01_TMP,TMP,CRIT_LO < NOMINAL < WARN_HI,Activate backup cooling; prepare controlled PLC shutdown,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
CT-07-Drift-Zone-Warehouse,AnomalyType::Drift,WRH01_WAREHOUSE,WRH01_TMP,TMP,slope >0.1 per minute over 15 minutes,Activate backup refrigeration; notify,CRITICAL,,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run5,3,False
