ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01_FILLING,ST01_FILLING_FLW,Flow Rate,112 <= value <= 128,Maintain flow,INFO,,128.0,112.0,,L/min,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST01-02,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,Temperature,value > 26,reduce speed by 10% and notify QC,WARNING,,26.0,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST01-03,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,Pressure,value < 3.3,inspect inlet valve within 5 min,WARNING,,,3.3,,bar,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,Temperature,175 <= value <= 195,Maintain temperature,INFO,,195.0,175.0,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST02-02,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,Temperature,value > 210,"emergency stop ST02, ST03, ST04",CRITICAL,210.0,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST02-03,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,Current,value > nominal + 1.5 for 5 min,schedule maintenance,WARNING,,1.5,,,A,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST02-04,CorrelationRule,ST02_SEALING,ST02_SEALING_CUR,Current,ST02_SEALING_CUR triggers WARNING,Monitor ST04_PACKAGING-SPD,INFO,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,Tension,1.8 <= value <= 2.6,Maintain tension,INFO,,2.6,1.8,,N,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST03-02,ThresholdRule,ST03_LABELLING,ST03_LABELLING_CNT,Counter,value < 100 (CRIT) / value < 110 (WARN),halt (crit) / check for label jam (warn),CRITICAL,,,110.0,100.0,pcs/min,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
RULE-ST03-03,StuckSensorRule,ST03_LABELLING,ST03_LABELLING_TEN,Tension,STUCK > 10 consecutive samples,sensor failure alert,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,graph_informed,0,gemma4-31b_graph_informed_ctexts_s42_run1,1,False
