ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,OperationalRule,ST01_FILLING,ST01_FILLING_FLW,FLW,FLW MUST be between 112 and 128 L/min,Inspect and notify maintenance,MANDATORY,,,,,L/min,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST01-02,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,TMP,TMP exceeds 26°C,Reduce speed by 10% and notify QC,WARNING,,26.0,,,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST01-03,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,PRS drop below 3.3 bar,Inspect inlet valve within 5 min,CRITICAL,,,,3.3,bar,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,TMP,TMP MUST remain between 175°C and 195°C,Inspect and notify maintenance,MANDATORY,195.0,,,175.0,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST02-02,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,TMP,TMP > 210°C (CRITICAL),"Emergency stop ST02, ST03, ST04",CRITICAL,210.0,,,,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST02-03,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,CUR,CUR increase >1.5 A above nominal sustained >5 min,Schedule maintenance,WARNING,,1.5,,,A,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST02-04,OperationalRule,ST02_SEALING,ST02_SEALING_CUR,CUR,CUR drift at ST02_SEALING correlates with speed reduction at ST04_PACKAGING due to shared electrical coupling. Monitor ST04_PACKAGING-SPD whenever ST02_SEALING-CUR triggers a WARNING.,Monitor ST04_PACKAGING-SPD,WARNING,,,,,,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,TEN MUST be between 1.8 and 2.6 N,Inspect and notify maintenance,MANDATORY,2.6,,,1.8,N,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST03-02,ThresholdRule,ST03_LABELLING,ST03_LABELLING_CNT,CNT,CNT below 110 pcs/min - check for label jam. Below 100 (CRITICAL): halt.,Check for label jam or halt,CRITICAL,,110.0,,100.0,pcs/min,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST03-03,OperationalRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,TEN STUCK >10 consecutive samples - sensor failure,Inspect sensor,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB > 0.20 mm/s (WARNING),Schedule maintenance within 24 h,WARNING,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB > 0.35 mm/s (CRITICAL),Emergency stop; inspect bearings,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-ST04-03,OperationalRule,ST04_PACKAGING,ST04_PACKAGING_SPD,SPD,SPD drops below 1.00 m/s without operator command - verify RULE-ST02-04,Verify RULE-ST02-04,CRITICAL,,,,1.00,m/s,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP MUST NOT exceed 25°C,Inspect and notify maintenance,MANDATORY,25.0,,,,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP > 28°C (CRITICAL),Automatic controlled shutdown of all PLC nodes,CRITICAL,28.0,,,,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,TMP MUST remain between 0.5°C and 8°C. CRITICAL above 12°C - notify QC and quarantine batch,Notify QC and quarantine batch,CRITICAL,12.0,8.0,0.5,,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_HUM,HUM,HUM above 85%RH - inspect door seals and activate dehumidifier,Inspect door seals and activate dehumidifier,WARNING,,85.0,,,%RH,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,TMP MUST remain between 10°C and 20°C. CRITICAL above 25°C - activate emergency ventilation and notify safety officer immediately,Activate emergency ventilation and notify safety officer,CRITICAL,25.0,20.0,10.0,,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_HUM,HUM,HUM MUST NOT exceed 50%RH. Elevated humidity accelerates degradation of hygroscopic reagents. Activate desiccant system if HUM >45%RH,Activate desiccant system,WARNING,50.0,,,45.0,%RH,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-CHM01-03,OperationalRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_ACCESS,ACCESS,Only personnel with hazmat training (technician/supervisor/manager role) are authorised to enter Chemical Storage. UNAUTHORIZED_ACCESS must be escalated within 2 minutes,Escalate unauthorized access,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-RND01-01,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TMP,TMP,TMP MUST remain between 18°C and 26°C for experimental validity,Inspect and notify maintenance,MANDATORY,26.0,,,18.0,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-RND01-02,ThresholdRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,HUM drift above 65%RH - activate dehumidifier. Above 75%RH (CRITICAL) - suspend sensitive experiments and inspect HVAC system,Activate dehumidifier or suspend experiments and inspect HVAC,CRITICAL,75.0,65.0,,,%RH,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,CAF01_CAFETERIA_TMP,TMP,TMP above 26°C - check ventilation system,Check ventilation system,WARNING,,26.0,,,C,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,CAF01_CAFETERIA_HUM,HUM,HUM above 70%RH - inspect drainage and activate ventilation,Inspect drainage and activate ventilation,WARNING,,70.0,,,%RH,SOP_001_OperatingProcedures.txt,ministral-3:8b,few_shot_static,0,ministral-3-8b_few_shot_static_s42_run1,1,False
