ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated
RULE-ST01-01,ThresholdRule,ST01_FILLING,FLW,Flow,Between 112 and 128 L/min,Maintain flow,NORMAL,,128,112,,L/min,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST01-02,ThresholdRule,ST01_FILLING,TMP,Temperature,> 26°C,Reduce speed by 10% and notify QC,WARNING,,26,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST01-03,ThresholdRule,ST01_FILLING,PRS,Pressure,< 3.3 bar,Inspect inlet valve within 5 min,WARNING,,,3.3,,bar,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST02-01,ThresholdRule,ST02_SEALING,TMP,Temperature,Between 175°C and 195°C,Maintain temperature,NORMAL,,195,175,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST02-02,ThresholdRule,ST02_SEALING,TMP,Temperature,> 210°C,"Emergency stop ST02, ST03, ST04",CRITICAL,210,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST02-03,ThresholdRule,ST02_SEALING,CUR,Current,> 1.5 A above nominal sustained > 5 min,Schedule maintenance,WARNING,,1.5,,,A,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST02-04,CorrelationRule,ST02_SEALING,CUR,Current,CUR drift correlates with speed reduction at ST04,Monitor ST04_PACKAGING-SPD,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST03-01,ThresholdRule,ST03_LABELLING,TEN,Tension,Between 1.8 and 2.6 N,Maintain tension,NORMAL,,2.6,1.8,,N,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST03-02,ThresholdRule,ST03_LABELLING,CNT,Count,"< 110 pcs/min (Warning), < 100 pcs/min (Critical)",Check for label jam / Halt,CRITICAL,,,110,100,pcs/min,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
RULE-ST03-03,SensorRule,ST03_LABELLING,TEN,Tension,STUCK > 10 consecutive samples,Flag sensor failure,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,naive,0,gemma4-31b_naive_ctexts_s42_run3,1,False
