-62,-95,15,6,3,0,0,0,0,0,0,0,0,-26,-1,18,0,-24,0,22,0,-21,0,-26,1,28,0,9,-1,-19,-1,20,0,16,0,-16,1,9,-1,-4,0,17,1,-3,0,0,-1,26,-1,13,0,7,0,15,1,-14,1,18,3,23,4,-9,-1,4,0,-8,-2,1,0,0,1,-37,0,24,1,22,-2,10,0,25,1,-25,1,-25,0,10,1,24,0,0,1,2,0,12,2,-12,-1,0,1,-18,0,26,-2,0,0,-23,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-68,-95,15,6,3,1,0,0,0,0,0,0,0,-26,-1,5,0,-26,0,24,0,-21,1,-23,-1,25,0,7,1,-18,0,22,-1,16,0,-12,0,5,0,-4,3,22,-3,-19,-2,2,0,26,0,11,1,-2,-1,16,1,-15,-1,15,0,33,0,-4,0,3,1,-9,3,6,-1,9,0,-28,1,27,0,20,-1,-3,0,24,1,-28,0,-14,1,12,0,26,4,-3,0,11,1,6,0,-11,0,-4,0,-15,1,39,0,-3,0,-22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-67,-95,15,6,3,2,0,0,0,0,0,0,0,-26,0,13,0,-36,0,17,0,-9,0,-20,1,28,0,2,0,-21,0,13,0,17,0,-13,1,3,0,3,1,20,0,-13,0,6,-1,21,-2,10,0,2,0,19,-1,-20,0,15,-3,32,-3,-18,1,2,-2,-5,1,-1,0,13,-1,-21,2,29,1,12,-1,12,-2,24,0,-38,-4,-11,0,9,1,25,1,-6,0,5,0,10,0,-9,0,-1,1,-24,-2,35,0,8,-2,-22,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-63,-95,15,6,3,3,0,0,0,0,0,0,1,-27,0,5,0,-16,0,20,1,-22,0,-23,0,28,-1,1,-1,-33,0,16,-1,18,0,-14,1,15,2,7,0,25,2,-10,-1,7,0,31,0,9,-2,-2,0,12,-1,-12,0,7,-4,35,0,-14,1,14,1,-2,1,12,1,8,0,-20,1,15,0,21,4,2,-2,24,1,-26,1,-20,0,8,-1,28,-1,-9,0,17,-1,8,1,-10,0,-6,0,-16,1,11,-1,0,0,-25,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-66,-95,15,6,3,4,0,0,0,0,0,0,2,-29,-1,12,0,-22,0,22,1,-13,0,-21,0,29,-1,13,0,-17,1,14,1,17,0,-13,0,8,0,9,4,17,0,-19,0,0,-1,37,0,8,-2,4,0,18,2,-18,0,16,0,23,1,-12,2,-6,0,-22,-1,7,0,7,0,-22,0,20,0,16,-1,-4,0,21,-2,-30,1,-24,0,14,-2,22,-1,6,-2,6,-1,5,0,-13,0,-4,-2,-20,0,33,0,-8,0,-24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-64,-95,15,6,3,5,0,0,0,0,0,0,1,-28,0,12,2,-20,0,22,0,-19,-1,-20,0,18,0,7,0,-22,-1,12,-1,18,1,-16,0,5,0,2,2,19,0,-14,1,6,1,32,-1,11,0,-6,1,18,0,-12,0,15,-1,46,-1,6,0,9,1,-6,1,8,-2,10,1,-31,-1,33,0,26,1,-2,-1,16,-2,-29,0,-29,0,12,1,26,0,-1,-1,6,0,6,0,-16,-1,-5,0,-29,1,27,-2,0,0,-20,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-67,-95,15,6,3,6,0,0,0,0,0,0,1,-27,0,8,0,-16,0,17,-1,-27,0,-27,-1,28,0,6,1,-16,0,23,0,18,0,-12,1,4,1,3,0,17,0,-2,3,18,0,29,0,0,0,4,0,17,-1,-12,0,24,-2,18,-1,-14,0,3,0,-4,0,-5,0,8,0,-25,0,21,-1,18,-2,-1,2,13,0,-26,2,-22,-1,11,0,26,-2,-4,0,10,0,14,-1,-14,0,-1,-1,-21,-2,24,-3,-1,-2,-22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-68,-95,15,6,3,7,0,0,0,0,0,0,1,-24,2,6,0,-27,0,23,0,-22,0,-24,0,34,1,12,3,-16,1,16,0,15,1,-8,2,8,4,1,0,22,2,-1,4,9,0,24,2,12,1,3,0,12,0,-12,0,12,2,41,2,-9,1,8,1,-12,0,2,0,8,0,-26,0,27,1,13,0,20,0,17,1,-18,1,-14,0,17,0,22,0,-15,1,9,0,7,1,-7,0,1,0,-20,4,37,1,-4,0,-18,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-62,-95,15,6,3,8,0,0,0,0,0,0,2,-18,4,11,2,-13,1,20,2,-13,1,-35,2,22,2,5,4,-29,1,29,1,23,3,-11,3,14,4,-6,4,29,4,-11,2,8,1,21,2,16,4,3,1,16,1,-14,1,15,6,41,3,-8,3,0,2,-12,1,10,1,7,2,-16,1,31,2,11,4,-1,5,24,3,-27,6,-12,2,9,2,28,3,0,1,14,2,13,1,-8,2,-3,1,-10,6,23,2,-8,2,-16,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-64,-95,15,6,3,9,0,0,0,0,0,0,7,-31,8,21,10,-18,4,22,11,-11,9,-9,8,29,4,18,11,-21,6,17,6,17,7,-6,7,8,10,16,7,29,11,0,8,13,7,32,5,11,9,10,7,19,4,-10,6,11,16,29,13,3,7,5,9,5,11,15,7,14,11,-20,4,27,9,16,13,15,7,38,10,-20,9,-8,5,14,6,33,14,9,7,20,5,12,5,-3,7,5,6,-11,14,42,10,9,10,-13,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
